id	title	year	nom	won	directed_by	running_time	screenplay_by	produced_by	starring	music_by	cinematography	editing_by	distributed_by	release_dates	story_by	studio	country	language	budget	box_office	url	key	best_pic	best_actor	best_cinemato	best_director	best_foreign	palme	goldenbear	goldenlion	htmlpath	best_actress	best_supp_actress	best_supp_actor	create_dt	update_dt	canonical	imdbid
	Saturday Night	1922			Cecil B. DeMille	9 reels	Jeanie MacPherson	Cecil B. DeMille	Leatrice Joy,Conrad Nagel,Edith Roberts		Karl Struss,Alvin Wyckoff	Anne Bauchens	Paramount Pictures,Famous Players-Lasky Corporation	January 29, 1922 (1922-01-29)	Jeanie MacPherson		United States	Silent (English intertitles)	$224,635[1]	$753,807.83[2]	/wiki/Saturday_Night_(1922_film)	saturdaynight									wiki/Saturday_Night_(1922_film).html					2016-03-08 21:46:14	/wiki/Saturday_Night_(1922_film)	tt0013574
	Manslaughter	1922			Cecil B. DeMille	100 minutes,(10 reels; 9,061 feet)		Cecil B. DeMille,Jesse L. Lasky	Leatrice Joy		L. Guy Wilky,Alvin Wyckoff	Anne Bauchens	Paramount Pictures	September 24, 1922 (1922-09-24)			United States	Silent,English intertitles	$385,000[1]		/wiki/Manslaughter_(1922_film)	manslaughter									wiki/Manslaughter_(1922_film).html					2016-03-09 00:35:35	/wiki/Manslaughter_(1922_film)	tt0013372
	The Covered Wagon	1923			James Cruze	98 mins.		Jesse L. Lasky	J. Warren Kerrigan,Lois Wilson	Josiah Zuro,Hugo Riesenfeld	Karl Brown	Dorothy Arzner	Paramount Pictures	March 16, 1923 (1923-03-16)			United States	Silent (English intertitles)	$782,000	$3.5 million[1][2]	/wiki/The_Covered_Wagon	thecoveredwagon									wiki/The_Covered_Wagon.html					2016-03-08 18:52:29	/wiki/The_Covered_Wagon	tt0013951
	A Woman of Paris	1923			Charlie Chaplin	93 minutes		Charlie Chaplin	Edna Purviance,Clarence Geldart,Carl Miller,Lydia Knott,Charles K. French,Adolphe Menjou	Louis F. Gottschalk (original score),Charlie Chaplin (1976 release)			United Artists (1923 release),MK2 Diffusion (2001) (World-wide),Allied Artists (1923) (UK),Cinegate (1978) (UK) (theatrical re-release),Cinal S.A. (1980) (Spain) (theatrical re-release),Fox Video (1992) (USA) (VHS),Warner Home Video (2004 DVD),Cinegate (1984) (UK) (theatrical),Continental Home Vídeo (Brazil) (VHS),Image Entertainment (USA) (DVD)	September 26, 1923 (1923-09-26)			United States	Silent film,English intertitles		$634,000 (US/Canada)[1]	/wiki/A_Woman_of_Paris	awomanofparis									wiki/A_Woman_of_Paris.html					2016-03-08 18:24:31	/wiki/A_Woman_of_Paris	tt0014624
	Adam's Rib	1923			Cecil B. DeMille	10 reels,(9,526 feet)		Cecil B. DeMille	Milton Sills		L. Guy Wilky,Alvin Wyckoff	Anne Bauchens	Paramount Pictures	March 4, 1923 (1923-03-04)		Famous Players-Lasky Corporation	United States	Silent,English intertitles	$400,000		/wiki/Adam's_Rib_(1923_film)	adamsrib									wiki/Adam's_Rib_(1923_film).html					2016-03-08 00:13:26	/wiki/Adam%27s_Rib_(1923_film)	tt0013817
	The Ten Commandments	1923			Cecil B. DeMille	136 minutes		Cecil B. DeMille	Theodore Roberts,Charles De Roche,Estelle Taylor,Julia Faye,Richard Dix,Rod La Rocque,Leatrice Joy,Nita Naldi	Hugo Riesenfeld	Bert Glennon,Peverel Marley,Archibald Stout,J.F. Westerberg	Anne Bauchens	Paramount Pictures	December 4, 1923 (1923-12-04) (Los Angeles premiere),December 21, 1923 (1923-12-21) (New York City premiere)	Jeanie MacPherson		United States	Silent,English intertitles	$1,475,837[1]	$4,168,790[1][2]	/wiki/The_Ten_Commandments_(1923_film)	thetencommandments									wiki/The_Ten_Commandments_(1923_film).html					2016-03-09 00:35:40	/wiki/The_Ten_Commandments_(1923_film)	tt0014532
	Irony of Fate	1923			Eldar Ryazanov	184 minutes			Andrey Myagkov,Barbara Brylska,Yuri Yakovlev								Soviet Union	Russian			/wiki/The_Irony_of_Fate	theironyoffate									wiki/The_Irony_of_Fate.html					2016-03-09 13:35:34	/wiki/The_Irony_of_Fate	tt0073179
	The Sea Hawk	1924			Frank Lloyd	123 minutes	J. G. Hawks,Intertitles:,Walter Anthony	Frank Lloyd	Milton Sills,Enid Bennett,Lloyd Hughes,Wallace MacDonald,Marc McDermott,Wallace Beery	Modest Altschuler,Cecil Copping,John LeRoy Johnston	Norbert F. Brodin	Edward M. Roskam	Associated First National Pictures1	June 14, 1924 (1924-06-14) (U.S. theatrical)		Frank Lloyd Productions	United States	Silent film,English intertitles		$2 million[1]	/wiki/The_Sea_Hawk_(1924_film)	theseahawk									wiki/The_Sea_Hawk_(1924_film).html					2016-03-08 18:57:05	/wiki/The_Sea_Hawk_(1924_film)	tt0015310
	Greed	1924			Erich von Stroheim	462 minutes (original cut),140 minutes (original release),239 minutes (restored)		Erich von Stroheim,Irving Thalberg	Gibson Gowland,ZaSu Pitts,Jean Hersholt	William Axt	Ben F. Reynold and William H. Daniels	Erich von Stroheim and Frank Hull (42-reel and 24-reel versions),Rex Ingram and Grant Whytock (18-reel version),June Mathis and Joseph Farnham (10-reel version)	Metro-Goldwyn-Mayer	December 4, 1924 (1924-12-04)		The Goldwyn Company / Metro-Goldwyn	United States	Silent film,English intertitles	$665,603	$274,827	/wiki/Greed_(film)	greed									wiki/Greed_(film).html					2016-03-08 21:20:44	/wiki/Greed_(film)	tt0015881
	Sherlock Jr.	1924			Buster Keaton,Uncredited:,Fatty Arbuckle	45 minutes		Joseph M. Schenck,Buster Keaton	Buster Keaton	Film re-scored:,Club Foot Orchestra	Byron Houck,Elgin Lessley	Buster Keaton	Metro-Goldwyn Pictures	April 21, 1924 (1924-04-21)			United States	Silent film,English intertitles			/wiki/Sherlock_Jr.	sherlockjr									wiki/Sherlock_Jr..html					2016-03-08 21:21:12	/wiki/Sherlock_Jr.	tt0015324
	Triumph	1924			Cecil B. DeMille	80 minutes		Adolph Zukor,Jesse Lasky	Leatrice Joy	James C. Bradford	Bert Glennon	Anne Bauchens	Paramount Pictures	April 27, 1924 (1924-04-27)		Famous Players-Lasky Corporation	United States	Silent			/wiki/Triumph_(1924_film)	triumph									wiki/Triumph_(1924_film).html					2016-03-09 00:35:44	/wiki/Triumph_(1924_film)	tt0015433
	Feet of Clay	1924			Cecil B. DeMille			Cecil B. DeMille	Vera Reynolds,Rod La Rocque		J. Peverell Marley,Archie Stout	Anne Bauchens	Paramount Pictures	September 28, 1924 (1924-09-28)			United States	Silent,English intertitles	$513,636.27[1]	$904,383.90[1]	/wiki/Feet_of_Clay_(1924_film)	feetofclay									wiki/Feet_of_Clay_(1924_film).html					2016-03-09 00:35:49	/wiki/Feet_of_Clay_(1924_film)	tt0014881
	The Big Parade	1925			King Vidor	141 minutes	Harry Behn	Irving Thalberg	John Gilbert,Renée Adorée,Hobart Bosworth,Claire McDowell	William Axt	John Arnold	Hugh Wynn	Loew's Incorporated	November 5, 1925 (1925-11-05) (USA)			United States	Silent film,,English intertitles	$382,000	$18–22 million (theatrical rental)	/wiki/The_Big_Parade	thebigparade									wiki/The_Big_Parade.html					2016-03-08 18:51:37	/wiki/The_Big_Parade	tt0015624
	Ben-Hur	1925			Fred Niblo,Charles Brabin,(uncredited)	143 minutes		Louis B. Mayer,(uncredited),Samuel Goldwyn,(uncredited),Irving Thalberg,(uncredited)	Ramon Novarro,Francis X. Bushman,May McAvoy,Betty Bronson	William Axt,David Mendoza	Rene Guissart,Percy Hilburn,Karl Struss,Clyde DeVinna	Lloyd Nosler	Metro-Goldwyn-Mayer	December 30, 1925 (1925-12-30) (US)			United States	Silent,(English intertitles)	$3,967,000[1][2]	$10,738,000[1][2]	/wiki/Ben-Hur:_A_Tale_of_the_Christ_(1925_film)	benhurataleofthechrist									wiki/Ben-Hur:_A_Tale_of_the_Christ_(1925_film).html					2016-03-08 18:27:01	/wiki/Ben-Hur:_A_Tale_of_the_Christ_(1925_film)	tt0016641
	The Gold Rush	1925			Charlie Chaplin	95 minutes		Charlie Chaplin	Charlie Chaplin,Mack Swain,Tom Murray	(1942 re-release),Charlie Chaplin,Carli Elinor,Max Terr,James L. Fields	Roland Totheroh	Charlie Chaplin	United Artists	June 26, 1925 (1925-06-26)			United States	Silent film,English intertitles	$923,000	$2.5 million (US/Canada)[1],$4 million (worldwide)[2]	/wiki/The_Gold_Rush	thegoldrush									wiki/The_Gold_Rush.html					2016-03-08 18:53:44	/wiki/The_Gold_Rush	tt0015864
	Too Many Kisses	1925			Paul Sloane	60 minutes; 6 reels(5,759 feet)		Jesse L. Lasky, Adolph Zukor	Richard Dix,Frances Howard,Frank Currier		Hal Rosson		Famous Players-Lasky	January 11, 1925 (1925-01-11)			United States	Silent,English intertitles			/wiki/Too_Many_Kisses	toomanykisses									wiki/Too_Many_Kisses.html					2016-03-08 18:59:11	/wiki/Too_Many_Kisses	tt0016439
	Battleship Potemkin	1925			S.M. Eisenstein	75 minutes		Jacob Bliokh	Aleksandr Antonov,Vladimir Barksy,Grigori Aleksandrov	Vladimir Heifetz,Meisel	Eduard Tisse,Vladimir Popov (Uncredited)	Uncredited:,Sergei Eisenstein,Grigori Aleksandrov	Goskino	21 December 1925 (1925-12-21) (USSR)			Soviet Union	Silent film,Russian intertitles			/wiki/Battleship_Potemkin	battleshippotemkin									wiki/Battleship_Potemkin.html					2016-03-08 21:17:06	/wiki/Battleship_Potemkin	tt0015648
	Strike	1925			Sergei Eisenstein	82 minutes		Boris Mikhin	Maksim Shtraukh, Grigori Aleksandrov, Mikhail Gomorov, I. Ivanov		Eduard Tisse			28 April 1925 (1925-04-28)			Soviet Union	Silent film,Russian intertitles			/wiki/Strike_(1925_film)	strike									wiki/Strike_(1925_film).html					2016-03-08 21:30:12	/wiki/Strike_(1925_film)	tt0015361
	The Pleasure Garden	1925			Alfred Hitchcock	75 minutes	Eliot Stannard	Michael Balcon,Erich Pommer	Virginia Valli,Carmelita Geraghty	Lee Erwin	Gaetano di Ventimiglia		Wardour Films (UK),Aymon Independent (USA)	3 November 1925 (1925-11-03) (Germany),14 January 1927 (1927-01-14) (UK)		Bavaria Film,Gainsborough Pictures	United Kingdom	English intertitles			/wiki/The_Pleasure_Garden_(film)	thepleasuregarden									wiki/The_Pleasure_Garden_(film).html					2016-03-08 21:33:40	/wiki/The_Pleasure_Garden_(film)	tt0016230
	The Golden Bed	1925			Cecil B. DeMille	90 minutes		Adolph Zukor,Jesse Lasky	Lillian Rich		J. Peverell Marley	Anne Bauchens	Paramount Pictures	January 25, 1925 (1925-01-25)			United States	Silent			/wiki/The_Golden_Bed	thegoldenbed									wiki/The_Golden_Bed.html					2016-03-09 00:45:02	/wiki/The_Golden_Bed	tt0015867
	The Road to Yesterday	1925			Cecil B. DeMille	107 minutes		Cecil B. DeMille	Joseph Schildkraut	Rudolph Berliner	J. Peverell Marley	Anne Bauchens	Producers Distributing Corporation	November 15, 1925 (1925-11-15)			United States	Silent			/wiki/The_Road_to_Yesterday	theroadtoyesterday									wiki/The_Road_to_Yesterday.html					2016-03-09 00:45:06	/wiki/The_Road_to_Yesterday	tt0016294
	Aloma of the South Seas	1926			Maurice Tourneur	90 minutes		E. Lloyd Sheldon,Maurice Tourneur,Adolph Zukor,Jesse L. Lasky	Gilda Gray,Percy Marmont,Warner Baxter	Robert Hood Bowers[1]	Harry Fischbeck	E. Lloyd Sheldon	Paramount Pictures	May 16, 1926 (1926-05-16)			United States	Silent film,English intertitles		US$ 3 million	/wiki/Aloma_of_the_South_Seas_(1926_film)	alomaofthesouthseas									wiki/Aloma_of_the_South_Seas_(1926_film).html					2016-03-08 18:25:05	/wiki/Aloma_of_the_South_Seas_(1926_film)	tt0016598
	For Heaven's Sake	1926			Sam Taylor	58 minutes		Harold Lloyd	Harold Lloyd,Jobyna Ralston		Walter Lundin	Allen McNeil	Paramount Pictures	April 1, 1926 (1926-04-01) (U.S.)[1]			United States	Silent film,English intertitles			/wiki/For_Heaven's_Sake_(1926_film)	forheavenssake									wiki/For_Heaven's_Sake_(1926_film).html					2016-03-08 00:18:35	/wiki/For_Heaven%27s_Sake_(1926_film)	tt0016895
	What Price Glory?	1926			Raoul Walsh	116 mins.		William Fox	Victor McLaglen,Edmund Lowe,Dolores del Río,Phyllis Haver	Ernö Rapée,Lew Pollack	Barney McGill,John Marta,John Smith		Fox Film Corporation	November 23, 1926 (1926-11-23)			United States	Silent		$2 million[1]	/wiki/What_Price_Glory?_(1926_film)	whatpriceglory									wiki/What_Price_Glory?_(1926_film).html					2016-03-08 11:21:46	/wiki/What_Price_Glory%3F_(1926_film)	tt0017540
	The General	1926			Clyde Bruckman,Buster Keaton	75 minutes (times vary with different versions)	Al Boasberg,Clyde Bruckman,Buster Keaton,:,Charles Henry Smith,Paul Girard Smith	Joseph Schenck,Buster Keaton	Buster Keaton,Marion Mack	Carl Davis (1987),Robert Israel (1995),Baudime Jam (1999),Joe Hisaishi (2004),Timothy Brock (2005)	Bert Haines,Devereaux Jennings	Buster Keaton,Sherman Kell	United Artists	December 31, 1926 (1926-12-31),[1]			United States	Silent film,English intertitles	$750,000,($10,024,906 today)	$1,000,000 (worldwide)	/wiki/The_General_(1926_film)	thegeneral									wiki/The_General_(1926_film).html					2016-03-08 18:53:32	/wiki/The_General_(1926_film)	tt0017925
	The Strong Man	1926			Frank Capra	75 minutes		Harry Langdon	Harry Langdon,Priscilla Bonner	Carl Davis (1985),(orchestration: Kevin Townend)	Glenn Kershner,Elgin Lessley	Harold Young,Arthur Ripley	First National Pictures,Kino Video	September 19, 1926 (1926-09-19) (United States)			United States	Silent film,English intertitles			/wiki/The_Strong_Man	thestrongman									wiki/The_Strong_Man.html					2016-03-08 18:58:02	/wiki/The_Strong_Man	tt0017437
	The Volga Boatman	1926			Cecil B. DeMille	120 minutes		Cecil B. DeMille	William Boyd	Hugo Riesenfeld	J. Peverell Marley,Arthur C. Miller,Fred Westerberg	Anne Bauchens	Producers Distributing Corporation	May 23, 1926 (1926-05-23)			United States	Silent,English intertitles			/wiki/The_Volga_Boatman_(film)	thevolgaboatman									wiki/The_Volga_Boatman_(film).html					2016-03-09 00:39:53	/wiki/The_Volga_Boatman_(film)	tt0017519
3	7th Heaven	1927	5	3	Frank Borzage	110 min	Benjamin Glazer	William Fox	Janet Gaynor,Charles Farrell,Ben Bard		Ernest Palmer,Joseph A. Valentine	H.H. Caldwell,Katherine Hilliker	Fox Film Corporation	May 6, 1927			USA	Silent film,English intertitles		$2.5 million	/wiki/7th_Heaven_(1927_film)	7thheaven	N			W					wiki/7th_Heaven_(1927_film).html	W					/wiki/7th_Heaven_(1927_film)	tt0018379
	The Dove	1927	1	1	Roland West	90 minutes		Norma Talmadge,Joseph M. Schenck	Norma Talmadge,Noah Beery,Gilbert Roland		Oliver T. Marsh	Hal C. Kern	United Artists	December 31, 1927			United States	Silent film,English intertitles			/wiki/The_Dove_(1927_film)	thedove									wiki/The_Dove_(1927_film).html					2016-03-08 12:52:33	/wiki/The_Dove_(1927_film)	tt0017822
	Sunrise: A Song of Two Humans	1927	4	3	F. W. Murnau	95 minutes	Carl Mayer	William Fox	George O'Brien,Janet Gaynor,Margaret Livingston	Hugo Riesenfeld,Ernö Rapée	Charles Rosher,Karl Struss	Harold D. Schuster	Fox Film Corporation	September 23, 1927 (1927-09-23)			United States	Silent film,English intertitles			/wiki/Sunrise:_A_Song_of_Two_Humans	sunriseasongoftwohumans			W						wiki/Sunrise:_A_Song_of_Two_Humans.html					2016-03-08 16:57:17	/wiki/Sunrise:_A_Song_of_Two_Humans	tt0018455
	Two Arabian Knights	1927	1	1	Lewis Milestone	92 minutes		John W. Considine Jr.,Jeffery Masino,Howard Hughes	William Boyd,Mary Astor,Louis Wolheim		Tony Gaudio,Joseph H. August	Douglass Biggs	United Artists	September 23, 1927 (1927-09-23)			United States	Silent,English intertitles			/wiki/Two_Arabian_Knights	twoarabianknights				W					wiki/Two_Arabian_Knights.html					2016-03-08 17:07:14	/wiki/Two_Arabian_Knights	tt0018515
	Underworld	1927	1	1	Josef von Sternberg	80 minutes		Hector Turnbull,B. P. Schulberg	George Bancroft,Clive Brook,Evelyn Brent,Larry Semon,Fred Kohler		Bert Glennon		Paramount Pictures	August 20, 1927 (1927-08-20)			United States	Silent film,English intertitles			/wiki/Underworld_(1927_film)	underworld									wiki/Underworld_(1927_film).html					2016-03-08 17:07:52	/wiki/Underworld_(1927_film)	tt0018526
	The Way of All Flesh	1927	1	1	Victor Fleming	9 reels; 8,486 feet		Adolph Zukor,Jesse L. Lasky	Emil Jannings		Victor Milner		Paramount Pictures	June 25, 1927 (1927-06-25) (New York City),October 1, 1927 (1927-10-01) (U.S.)			United States	Silent,English intertitles			/wiki/The_Way_of_All_Flesh_(1927_film)	thewayofallflesh		W							wiki/The_Way_of_All_Flesh_(1927_film).html					2016-03-08 19:11:25	/wiki/The_Way_of_All_Flesh_(1927_film)	tt0019553
	Wings	1927	2	2	William A. Wellman	Original release:,111 minutes[2],Restoration:,144 minutes[3],reelage - 13	Hope Loring,Louis D. Lighton	Lucien Hubbard,Adolph Zukor,Jesse L. Lasky,B. P. Schulberg,Otto Hermann Kahn[1][a]	Clara Bow,Charles "Buddy" Rogers,Richard Arlen,Gary Cooper	J.S. Zamecnik (uncredited)	Harry Perry	E. Lloyd Sheldon,Uncredited:,Lucien Hubbard	Paramount Pictures	August 12, 1927 (1927-08-12)	John Monk Saunders		United States	Silent film,English intertitles	US$ 2 million[4]		/wiki/Wings_(1927_film)	wings	W								wiki/Wings_(1927_film).html					2016-03-08 19:12:15	/wiki/Wings_(1927_film)	tt0018578
	The Jazz Singer	1927			Alan Crosland	89 minutes,96 minutes (with Overture and Exit Music)	Alfred A. Cohn (scenario),Jack Jarmuth (titles)	Darryl F. Zanuck	Al Jolson,May McAvoy,Warner Oland,Yossele Rosenblatt	Louis Silvers	Hal Mohr	Harold McCord	Warner Bros.	October 6, 1927 (1927-10-06)			United States	English	$422,000	$3.9 million (US gross),$2.6 million (worldwide gross rental)	/wiki/The_Jazz_Singer	thejazzsinger									wiki/The_Jazz_Singer.html					2016-03-08 18:54:44	/wiki/The_Jazz_Singer	tt0018037
	Long Pants	1927			Frank Capra	60 minutes		Harry Langdon	Harry Langdon,Gladys Brockwell		Glenn Kershner,Elgin Lessley	Harry Langdon	First National Pictures,Kino Video	March 26, 1927 (1927-03-26)			United States	Silent film,English intertitles			/wiki/Long_Pants	longpants									wiki/Long_Pants.html					2016-03-08 18:38:52	/wiki/Long_Pants	tt0018102
	For the Love of Mike	1927			Frank Capra	75 min		Robert Kane	Ben Lyon,Claudette Colbert,George Sidney,Richard "Skeets" Gallagher,Ford Sterling,Hugh Cameron		Ernest Haller		First National Pictures	July 31, 1927 (1927-07-31)		Robert Kane Productions	United States	Silent,English Intertitles			/wiki/For_the_Love_of_Mike	fortheloveofmike									wiki/For_the_Love_of_Mike.html					2016-03-08 18:32:34	/wiki/For_the_Love_of_Mike	tt0017898
	Metropolis	1927			Fritz Lang	153 minutes,(1927 premiere, lost),118 minutes,(2002 restoration),148 minutes,(2010 restoration)	Thea von Harbou,Fritz Lang,(uncredited)	Erich Pommer	Alfred Abel,Brigitte Helm,Gustav Fröhlich,Rudolf Klein-Rogge	Gottfried Huppertz,(original score)	Karl Freund,Günther Rittau,Walter Ruttmann		UFA,Paramount Pictures (US) (1928),Kino Lorber (US) (Current)	10 January 1927 (1927-01-10),[1]			Germany (Weimar Republic)	Silent film,German intertitles	5,100,000 Reichsmarks (estimated)	75,000 Reichsmarks (estimated)	/wiki/Metropolis_(1927_film)	metropolis									wiki/Metropolis_(1927_film).html					2016-03-08 21:18:41	/wiki/Metropolis_(1927_film)	tt0017136
	Napoléon	1927			Abel Gance	330 minutes (and various other lengths)		Abel Gance	Albert Dieudonné,Gina Manès,Antonin Artaud,Edmond Van Daële	Arthur Honegger (1927 in France),Werner Heymann (1927 in Germany),Carl Davis (1980 in the UK),Carmine Coppola (1980 in the US)	Jules Kruger	Marguerite Beaugé (1927),various others at later times	Gaumont (Europe),MGM (USA)	7 April 1927 (1927-04-07)			France	Silent film with intertitles			/wiki/Napoléon_(1927_film)	napoleon									wiki/Napoléon_(1927_film).html					2016-03-08 09:46:34	/wiki/Napol%C3%A9on_(1927_film)	tt0018192
	The Mountain Eagle	1927			Alfred Hitchcock	57 minutes	Eliot Stannard,Max Ferner	Michael Balcon	Nita Naldi,Bernhard Goetzke,Malcolm Keen,John F. Hamilton		Gaetano di Ventimiglia		Woolf & Freedman Film Service (UK),Artlee Independent Film (USA)	23 May 1927 (1927-05-23) (UK)	Charles Lapworth		United Kingdom	Silent film, English intertitles			/wiki/The_Mountain_Eagle	themountaineagle									wiki/The_Mountain_Eagle.html					2016-03-08 21:33:46	/wiki/The_Mountain_Eagle	tt0016127
	The Lodger: A Story of the London Fog	1927			Alfred Hitchcock	80 minutes	Eliot Stannard	Michael Balcon,Carlyle Blackwell,C. M. Woolf	Marie Ault,Arthur Chesney,June Tripp,Malcolm Keen,Ivor Novello		Gaetano di Ventimiglia	Ivor Montagu	Woolf & Freedman Film Service (UK),Artlee Pictures (USA)	14 February 1927 (1927-02-14) (UK)			United Kingdom	Silent film with English intertitles	UK£ 12,000		/wiki/The_Lodger:_A_Story_of_the_London_Fog	thelodgerastoryofthelondonfog									wiki/The_Lodger:_A_Story_of_the_London_Fog.html					2016-03-08 21:33:51	/wiki/The_Lodger:_A_Story_of_the_London_Fog	tt0017075
